,id_food,nutriscore_grade,random_users_id,random_users_ratings
12265,26769,d,2,1
12266,32079,c,1,1
12267,36162,d,5,4
12268,37702,c,1,3
12269,48009,d,8,3
12270,49446,d,3,4
12271,51259,d,4,3
12272,6558,a,7,4
12273,3969,d,8,2
12274,45346,e,1,3
12275,4032,d,1,4
12276,19136,b,1,4
12277,28788,d,5,2
12278,31953,d,6,4
12279,33309,d,1,2
12280,36201,d,2,2
12281,46900,b,6,1
12282,36413,c,4,3
12283,23642,a,2,2
12284,37019,d,2,4
12285,20965,a,4,3
12286,24965,a,9,1
12287,48983,a,9,1
12288,22646,e,3,1
12289,38162,c,2,4
12290,36366,d,1,3
12291,27197,b,1,1
12292,45960,b,9,3
12293,47224,d,6,1
12294,12404,d,8,2
12295,46802,c,5,1
12296,7478,e,7,4
12297,29252,d,1,3
12298,14323,e,9,3
12299,638,c,5,2
12300,1217,c,3,1
12301,2288,c,1,1
12302,3199,a,8,4
12303,3833,c,6,3
12304,3996,b,9,3
12305,4270,d,4,4
12306,5113,d,5,3
12307,5345,c,6,4
12308,6623,c,1,3
12309,6629,c,8,3
12310,10254,c,5,4
12311,11913,b,6,4
12312,12207,b,7,3
12313,12491,a,3,2
12314,12636,a,2,4
12315,17149,c,4,2
12316,17331,d,6,4
12317,18045,b,5,1
12318,18253,c,7,2
12319,20271,c,4,3
12320,20700,d,4,3
12321,20874,c,4,4
12322,21257,b,2,4
12323,21735,b,8,1
12324,22263,b,4,4
12325,24114,c,3,2
12326,24215,d,9,3
12327,25235,a,9,2
12328,26243,a,6,3
12329,26743,a,7,4
12330,27886,d,2,1
12331,28009,d,3,1
12332,28738,c,9,2
12333,30044,a,3,4
12334,30133,b,1,4
12335,31713,a,9,4
12336,33026,b,3,1
12337,33469,b,2,3
12338,35667,a,8,3
12339,35917,b,2,3
12340,36159,d,8,1
12341,36305,c,3,4
12342,36664,c,3,2
12343,37112,a,3,1
12344,37208,d,5,1
12345,37690,c,6,1
12346,38125,b,9,4
12347,38898,b,6,4
12348,39823,d,3,4
12349,39892,a,1,2
12350,40340,b,7,1
12351,40422,d,3,1
12352,41654,b,4,3
12353,41671,a,7,2
12354,41673,a,2,1
12355,41853,c,1,4
12356,42629,c,5,2
12357,42804,c,2,3
12358,43963,b,3,3
12359,44003,c,3,4
12360,44793,b,8,2
12361,44843,a,2,3
12362,44857,c,7,4
12363,44886,c,6,1
12364,45399,d,5,4
12365,45427,e,8,4
12366,45442,a,8,4
12367,45519,d,3,4
12368,45535,d,7,1
12369,46004,b,3,1
12370,46043,d,3,1
12371,46173,d,7,4
12372,46209,d,8,3
12373,46720,d,6,4
12374,46737,d,3,2
12375,46936,d,5,1
12376,47019,d,3,1
12377,47497,d,6,1
12378,47666,d,1,4
12379,48263,a,5,4
12380,48390,a,1,1
12381,48450,c,5,1
12382,48825,d,6,4
12383,49222,c,8,4
12384,49797,b,7,2
12385,50023,d,4,3
12386,50472,c,8,4
12387,50619,d,3,4
12388,51107,c,7,2
12389,51610,d,5,1
12390,15843,e,8,3
12391,48998,d,8,1
12392,50507,d,1,2
12393,765,d,6,1
12394,26367,c,1,2
12395,28877,c,6,2
12396,39097,c,1,1
12397,46643,c,4,2
12398,28248,c,7,4
12399,40674,c,4,4
12400,21327,d,4,1
12401,36549,b,5,3
12402,38335,a,6,2
12403,919,a,8,4
12404,22444,e,8,2
12405,36078,c,5,2
12406,38915,d,5,2
12407,40028,d,2,1
12408,46491,c,9,2
12409,3704,d,3,4
12410,35947,a,3,3
12411,4159,d,5,2
12412,16347,c,9,2
12413,18078,c,1,1
12414,21813,c,4,2
12415,22363,c,8,1
12416,26868,e,5,2
12417,30838,d,9,4
12418,34001,c,7,2
12419,34135,c,3,4
12420,45633,c,1,3
12421,47648,c,6,4
12422,50160,b,3,2
12423,16538,e,3,2
12424,2470,d,2,3
12425,2930,e,5,4
12426,4454,d,7,2
12427,12807,d,9,1
12428,12861,d,8,2
12429,23144,c,9,4
12430,23327,b,2,2
12431,24399,d,4,3
12432,27585,d,4,3
12433,34920,c,4,4
12434,36660,c,1,4
12435,37174,d,8,1
12436,37211,a,9,4
12437,37426,d,1,1
12438,43441,a,4,2
12439,43916,d,2,1
12440,47517,d,6,1
12441,47557,c,6,1
12442,50036,d,2,4
12443,50794,a,2,1
12444,51506,d,2,1
12445,13818,d,5,2
12446,50913,a,9,4
12447,47530,a,3,2
12448,50209,e,8,2
12449,3678,a,3,2
12450,3818,a,8,3
12451,44008,d,6,4
12452,46010,e,7,2
12453,25443,e,1,4
12454,37415,e,1,4
12455,46007,c,7,3
12456,46103,a,7,1
12457,40386,d,9,1
12458,24310,d,2,3
12459,21825,c,6,2
12460,3914,d,4,2
12461,14953,d,9,3
12462,52059,d,5,3
12463,23280,b,9,4
12464,44303,e,2,3
12465,4954,c,7,1
12466,6736,d,7,1
12467,6780,d,8,2
12468,13430,d,5,4
12469,13490,d,3,4
12470,13513,d,1,4
12471,13573,b,4,2
12472,16194,d,8,1
12473,32247,d,3,1
12474,37126,d,4,3
12475,42422,e,9,4
12476,43918,e,1,1
12477,45275,c,4,1
12478,9227,c,6,1
12479,22348,d,9,1
12480,26659,b,9,4
12481,45593,d,6,3
12482,40098,e,4,3
12483,36854,c,1,1
12484,16503,a,6,1
12485,3608,d,8,1
12486,25770,d,1,2
12487,35549,a,6,2
12488,42063,a,8,2
12489,48613,d,4,2
12490,49032,d,6,3
12491,52122,b,8,3
12492,8172,e,8,3
12493,42004,c,5,1
12494,32588,d,1,4
12495,35131,e,8,3
12496,3924,a,4,3
12497,38354,c,4,2
12498,38092,d,6,3
12499,18890,c,7,3
12500,17347,c,9,1
12501,42172,d,6,1
12502,47095,a,9,4
12503,43679,a,8,3
12504,45196,d,8,3
12505,50970,e,6,4
12506,34744,d,2,4
12507,46350,d,3,4
12508,31277,e,7,4
12509,48775,d,8,2
12510,6136,d,2,3
12511,31039,d,7,4
12512,36961,c,2,3
12513,48310,b,3,3
12514,11260,b,1,1
12515,35988,a,6,1
12516,47122,d,5,1
12517,12045,d,4,3
12518,22111,d,5,1
12519,22914,c,2,4
12520,23300,b,8,3
12521,24361,d,9,4
12522,44355,e,1,2
12523,50966,e,2,4
12524,4340,c,5,4
12525,10401,d,3,1
12526,12042,b,5,2
12527,34940,d,3,4
12528,1603,d,3,2
12529,2850,b,4,3
12530,3017,c,4,1
12531,3180,b,3,2
12532,3344,a,1,4
12533,4456,d,7,2
12534,4600,b,9,3
12535,4630,d,5,1
12536,4895,c,3,4
12537,6758,b,6,3
12538,8298,d,4,4
12539,9504,c,1,2
12540,9952,b,1,1
12541,13957,d,7,3
12542,14986,a,6,2
12543,15206,d,7,4
12544,15378,a,5,2
12545,15530,c,8,4
12546,15720,b,5,1
12547,16043,c,9,4
12548,16961,b,1,3
12549,17889,d,7,4
12550,17997,c,8,2
12551,18401,c,4,3
12552,18511,c,7,4
12553,18557,c,6,2
12554,18796,a,6,2
12555,18868,a,4,3
12556,19123,b,4,3
12557,19967,c,3,1
12558,20076,d,4,4
12559,20093,d,1,1
12560,20169,c,5,3
12561,20644,c,6,3
12562,20836,d,8,3
12563,20873,c,6,4
12564,21154,c,1,4
12565,21481,d,8,2
12566,21709,a,4,1
12567,21715,a,8,2
12568,22073,c,8,3
12569,22275,a,9,2
12570,22460,d,9,3
12571,22780,a,8,3
12572,22795,a,5,2
12573,22946,b,2,3
12574,23205,c,2,1
12575,23329,b,6,1
12576,23346,c,3,4
12577,24366,a,6,2
12578,24475,c,4,2
12579,24478,a,8,1
12580,24515,c,2,4
12581,25306,d,9,4
12582,25469,e,9,4
12583,25892,d,8,1
12584,26632,a,6,3
12585,26648,c,2,1
12586,26763,c,5,2
12587,26928,c,8,3
12588,27391,a,2,1
12589,27392,a,9,3
12590,27457,a,9,4
12591,27829,c,1,1
12592,28685,d,4,3
12593,28692,a,8,3
12594,28902,c,7,1
12595,28985,a,9,4
12596,29841,c,6,3
12597,29993,d,2,3
12598,30286,b,5,3
12599,30520,c,5,3
12600,30856,a,9,3
12601,30958,e,3,2
12602,31030,d,5,2
12603,31311,b,9,1
12604,32093,a,1,2
12605,32184,a,9,2
12606,32458,d,6,2
12607,33148,a,5,1
12608,33710,c,4,1
12609,34265,a,4,2
12610,34628,a,7,1
12611,34652,c,9,4
12612,34750,a,2,4
12613,35011,d,1,2
12614,35113,b,3,3
12615,35372,a,7,4
12616,35519,d,2,4
12617,35668,a,3,2
12618,35839,a,8,4
12619,36174,e,3,3
12620,36490,b,6,2
12621,36582,c,4,1
12622,37085,b,7,4
12623,37185,e,9,4
12624,37218,b,7,1
12625,37520,a,7,1
12626,37692,c,5,1
12627,37751,a,3,1
12628,37835,c,1,3
12629,38336,c,5,2
12630,38360,b,2,4
12631,38567,a,2,3
12632,39311,a,1,2
12633,39651,a,2,3
12634,40695,a,4,3
12635,40699,a,1,3
12636,40841,d,7,4
12637,40855,d,2,2
12638,41010,e,8,1
12639,41176,b,5,2
12640,41232,c,4,1
12641,41672,b,4,1
12642,41968,c,2,3
12643,41996,c,2,3
12644,42410,b,7,3
12645,42413,c,8,1
12646,42628,c,7,1
12647,43330,d,8,4
12648,43411,b,6,3
12649,44157,b,8,3
12650,44768,d,2,3
12651,44803,b,6,2
12652,44877,c,8,2
12653,44890,b,4,1
12654,45007,d,3,4
12655,45230,d,8,4
12656,45258,d,2,2
12657,45265,c,1,2
12658,45433,a,6,4
12659,45658,b,1,3
12660,45883,c,3,2
12661,45926,b,4,3
12662,46196,a,2,1
12663,46210,c,8,4
12664,46334,c,7,4
12665,46343,b,2,4
12666,46920,c,5,4
12667,47127,e,9,1
12668,47217,a,5,3
12669,47384,d,7,3
12670,47388,b,8,2
12671,47659,d,6,1
12672,47754,b,3,1
12673,48123,c,2,2
12674,48149,b,6,3
12675,48333,d,6,2
12676,48624,b,4,3
12677,48953,e,2,3
12678,49150,c,5,2
12679,49226,d,6,2
12680,49289,b,6,3
12681,49302,a,8,4
12682,49337,c,7,1
12683,49647,c,8,4
12684,49693,d,5,3
12685,49762,c,4,2
12686,49846,c,3,4
12687,50060,d,7,3
12688,50130,c,3,2
12689,50349,d,2,3
12690,50473,c,3,1
12691,50588,b,5,3
12692,50628,b,7,2
12693,50910,d,2,2
12694,51077,c,2,1
12695,51080,a,1,1
12696,51136,c,1,1
12697,51362,b,6,1
12698,17067,a,4,1
12699,31297,a,8,3
12700,48462,a,8,1
12701,36245,e,1,3
12702,45869,a,2,3
12703,17519,b,6,1
12704,4202,d,1,2
12705,42420,e,3,4
12706,45467,c,6,1
12707,9341,d,8,2
12708,40343,d,8,3
12709,24671,d,8,4
12710,24980,b,6,3
12711,25450,c,8,1
12712,26355,c,6,1
12713,28617,a,3,1
12714,34215,b,4,1
12715,36897,c,8,2
12716,36996,a,1,3
12717,46604,a,7,4
12718,47121,d,5,3
12719,49581,a,7,3
12720,15856,c,3,4
12721,24159,b,8,3
12722,42529,c,1,2
12723,26992,d,4,1
12724,33962,c,3,4
12725,50996,d,3,2
12726,16076,c,3,4
12727,24105,d,2,4
12728,34571,e,1,2
12729,15644,e,7,2
12730,21206,d,6,1
12731,28791,a,5,4
12732,34999,d,2,1
12733,36871,c,7,2
12734,48313,d,3,2
12735,3952,e,1,1
12736,22026,b,1,2
12737,33372,a,7,1
12738,42516,a,9,3
12739,41773,d,2,2
12740,5463,b,5,1
12741,15983,d,9,4
12742,16438,d,7,1
12743,36099,c,4,1
12744,6218,d,9,4
12745,27384,d,2,1
12746,32029,d,3,4
12747,35889,e,7,4
12748,48925,e,7,1
12749,13189,b,5,2
12750,46929,a,3,1
12751,51462,c,4,2
12752,28817,a,6,4
12753,21560,d,4,4
12754,5855,c,8,4
12755,15345,c,1,2
12756,20870,a,5,1
12757,27623,a,8,4
12758,32269,e,5,1
12759,32468,c,5,1
12760,40169,c,7,4
12761,47531,a,3,3
12762,48586,c,2,2
12763,50355,e,4,4
12764,52227,c,8,2
12765,36465,d,7,1
12766,48014,c,9,2
12767,15793,e,2,4
12768,34434,e,8,2
12769,44878,c,4,3
12770,48574,b,6,1
12771,30182,a,8,1
12772,45631,b,8,2
12773,4551,b,8,3
12774,20467,b,7,4
12775,49118,c,6,2
12776,37940,a,7,2
12777,15625,b,1,4
12778,42676,b,5,3
12779,1503,b,1,1
12780,1733,c,8,2
12781,4971,b,1,2
12782,5138,c,6,3
12783,5303,e,5,3
12784,6176,d,1,4
12785,6608,c,9,1
12786,6897,c,8,1
12787,8808,b,1,3
12788,8827,c,1,3
12789,9106,b,6,2
12790,11806,d,7,4
12791,11942,c,8,1
12792,16129,a,1,4
12793,16218,b,5,1
12794,16561,b,6,1
12795,17452,d,3,3
12796,17948,a,1,3
12797,18440,a,6,3
12798,19119,b,1,3
12799,19706,c,1,1
12800,21102,c,3,3
12801,21274,c,6,4
12802,21493,b,5,2
12803,23990,d,3,2
12804,24022,d,4,1
12805,24639,b,5,2
12806,25256,c,8,2
12807,25459,c,7,4
12808,25711,b,7,2
12809,26389,c,4,2
12810,26966,c,2,2
12811,27017,c,6,4
12812,28712,c,5,1
12813,29074,c,3,2
12814,29190,c,2,1
12815,31421,d,8,3
12816,31655,c,2,1
12817,31931,c,7,4
12818,32467,b,5,3
12819,32571,b,5,1
12820,33655,b,2,2
12821,34354,b,9,1
12822,34379,c,2,1
12823,35773,c,1,1
12824,36188,c,5,2
12825,36440,b,8,1
12826,36482,b,5,4
12827,37065,a,1,4
12828,37224,d,6,1
12829,37308,c,7,2
12830,37589,c,7,2
12831,38620,b,5,1
12832,38746,b,8,3
12833,38940,c,6,1
12834,40034,c,9,2
12835,40388,c,4,4
12836,40389,d,9,3
12837,41144,d,5,3
12838,41552,b,9,1
12839,42651,c,5,4
12840,44203,d,1,4
12841,44213,c,6,3
12842,45471,c,2,3
12843,45563,d,8,4
12844,45570,e,7,4
12845,45644,b,8,1
12846,45657,b,3,1
12847,46053,d,3,2
12848,46216,d,5,1
12849,46286,d,8,3
12850,46294,c,9,1
12851,46299,c,8,4
12852,46378,c,3,4
12853,46775,e,2,2
12854,46796,c,3,2
12855,47322,b,2,4
12856,47479,b,4,1
12857,49023,d,3,3
12858,49133,c,3,3
12859,49658,b,3,1
12860,49997,b,2,3
12861,50796,c,1,2
12862,50924,a,5,2
12863,50987,d,7,1
12864,51111,c,3,4
12865,52125,c,8,4
12866,3585,b,9,1
12867,4766,c,1,2
12868,38556,c,2,4
12869,16264,e,6,1
12870,3761,a,8,4
12871,36383,e,1,2
12872,15219,b,1,4
12873,24451,c,8,3
12874,26027,c,7,2
12875,32394,c,8,2
12876,33314,b,5,1
12877,47300,c,9,2
12878,49561,b,8,1
12879,51422,b,8,1
12880,49961,d,9,4
12881,47152,a,2,4
12882,15015,c,7,4
12883,15691,c,8,4
12884,25254,e,1,2
12885,28993,c,4,2
12886,39211,c,4,4
12887,41499,e,4,4
12888,44081,e,1,2
12889,45284,e,9,2
12890,41643,b,1,3
12891,4081,d,7,1
12892,33435,e,2,2
12893,34491,d,3,4
12894,20440,d,7,1
12895,19832,c,2,1
12896,31124,c,8,4
12897,1068,a,7,2
12898,1471,a,7,3
12899,2391,a,5,2
12900,3737,c,3,4
12901,4386,b,3,3
12902,5404,d,4,4
12903,17018,b,3,4
12904,17585,b,7,1
12905,20177,c,9,4
12906,20402,b,1,2
12907,21302,b,5,4
12908,21605,a,7,3
12909,21940,b,5,2
12910,22934,b,6,3
12911,22956,b,1,4
12912,23293,a,6,4
12913,23344,b,1,3
12914,24470,a,4,4
12915,27021,b,6,1
12916,27130,b,2,1
12917,27435,b,9,3
12918,28998,a,5,3
12919,30027,a,6,4
12920,30982,a,3,3
12921,32238,b,5,2
12922,33590,b,2,2
12923,34862,a,7,4
12924,36811,b,4,2
12925,36832,a,4,1
12926,36967,a,2,4
12927,37250,d,4,1
12928,37518,a,2,4
12929,38955,b,1,2
12930,41634,c,3,1
12931,44442,b,1,4
12932,46317,b,8,2
12933,48681,a,1,1
12934,49100,b,7,4
12935,49436,a,8,4
12936,49877,a,3,2
12937,51157,b,8,1
12938,51216,b,9,1
12939,33472,a,1,1
12940,14977,e,7,3
12941,29073,d,3,1
12942,31853,d,3,4
12943,37650,d,8,4
12944,39627,a,2,3
12945,36156,a,4,2
12946,16805,b,9,3
12947,4242,d,6,3
12948,11798,d,6,3
12949,20434,d,7,3
12950,25101,d,6,4
12951,29823,d,8,3
12952,31423,d,1,1
12953,50850,d,7,4
12954,3843,a,1,2
12955,13210,b,5,1
12956,12865,e,6,1
12957,32120,a,7,2
12958,31847,d,7,1
12959,46567,c,9,3
12960,34402,d,7,2
12961,34418,e,8,3
12962,38875,e,2,1
12963,35618,b,4,2
12964,46978,d,1,3
12965,45406,e,4,2
12966,37017,d,7,4
12967,50958,d,3,4
12968,36214,e,2,4
12969,3841,a,2,3
12970,1543,c,2,3
12971,1655,d,6,1
12972,1821,c,7,4
12973,2011,d,3,3
12974,2436,a,9,3
12975,3204,c,1,3
12976,4685,c,5,2
12977,9325,c,2,1
12978,12496,d,4,3
12979,15203,d,3,4
12980,15578,b,9,4
12981,16587,e,1,4
12982,16865,d,4,2
12983,17620,b,5,1
12984,17860,b,3,4
12985,17861,e,5,1
12986,18957,c,4,2
12987,20037,a,3,4
12988,20701,d,6,1
12989,20947,a,3,3
12990,21144,e,5,4
12991,21589,e,1,2
12992,22058,a,9,2
12993,22384,e,9,1
12994,22437,b,7,2
12995,22683,e,3,3
12996,23000,b,2,1
12997,23415,c,9,4
12998,23615,d,5,2
12999,24324,b,9,4
13000,24522,c,9,2
13001,24548,c,5,4
13002,24847,c,5,1
13003,24942,c,6,1
13004,25074,c,2,2
13005,25526,c,6,1
13006,26350,a,8,2
13007,26485,b,5,1
13008,27005,c,9,3
13009,27461,b,5,1
13010,27472,d,2,1
13011,27643,c,7,4
13012,27681,a,6,2
13013,27961,a,3,4
13014,27989,c,2,1
13015,27990,b,9,1
13016,28075,a,2,3
13017,28194,a,5,4
13018,28388,b,7,2
13019,28585,d,1,3
13020,28710,b,1,3
13021,28840,e,3,4
13022,28898,b,4,1
13023,29313,b,3,4
13024,29968,d,8,4
13025,29975,e,7,4
13026,30058,a,9,1
13027,30495,d,9,2
13028,30945,b,2,3
13029,32453,c,9,1
13030,32589,c,6,3
13031,32815,c,1,2
13032,33219,c,7,2
13033,34372,c,6,4
13034,35621,b,7,4
13035,35982,c,4,3
13036,36003,d,6,3
13037,36473,c,1,3
13038,37472,d,2,1
13039,37606,d,8,4
13040,37656,a,4,2
13041,38025,b,3,1
13042,38512,c,2,3
13043,38751,b,5,4
13044,38752,b,7,4
13045,39050,c,8,4
13046,39222,d,5,3
13047,39570,d,6,1
13048,39704,c,9,2
13049,39947,c,9,1
13050,40785,a,2,2
13051,40885,b,8,3
13052,43195,c,6,2
13053,43383,c,9,4
13054,44985,b,8,2
13055,45010,b,2,1
13056,45092,c,8,2
13057,45394,c,4,2
13058,45484,a,6,3
13059,45485,a,4,2
13060,45561,d,9,2
13061,45562,d,7,4
13062,45565,c,4,4
13063,45998,b,1,1
13064,46200,c,3,4
13065,46224,d,6,4
13066,46293,c,7,1
13067,46306,d,9,2
13068,46403,b,2,1
13069,46483,e,4,4
13070,46855,c,5,2
13071,47232,c,5,3
13072,47361,b,1,4
13073,47731,c,9,3
13074,47825,c,2,1
13075,47826,d,8,4
13076,48480,c,2,4
13077,48901,c,2,1
13078,48902,c,1,3
13079,49159,b,2,3
13080,49550,b,9,2
13081,49890,b,9,1
13082,50301,c,9,4
13083,50481,c,6,2
13084,51046,c,8,1
13085,51180,b,4,2
13086,3865,b,5,1
13087,3130,d,5,4
13088,18526,d,4,1
13089,26652,d,8,1
13090,29980,c,3,4
13091,38488,c,7,1
13092,41776,b,9,2
13093,26342,e,6,3
13094,35939,a,2,1
13095,36005,a,1,2
13096,43384,c,7,3
13097,15346,b,5,2
13098,7928,a,4,4
13099,28268,b,9,2
13100,5097,d,4,2
13101,5784,c,3,4
13102,11360,c,9,3
13103,15646,e,9,3
13104,46366,d,8,4
13105,8852,c,4,4
13106,22055,e,1,1
13107,49084,d,9,4
13108,7469,c,2,1
13109,14428,d,3,1
13110,15679,c,8,4
13111,15728,b,8,1
13112,15736,c,2,4
13113,16042,a,1,2
13114,22757,b,7,1
13115,26280,d,9,1
13116,29438,a,5,3
13117,37067,c,6,3
13118,37295,d,1,2
13119,46481,d,3,1
13120,16328,e,6,4
13121,28962,d,3,2
13122,48257,e,4,1
13123,50857,e,2,4
13124,19593,b,3,3
13125,45186,d,1,1
13126,46721,c,7,2
13127,29250,d,1,4
13128,20982,e,2,1
13129,37742,a,7,4
13130,47506,c,6,1
13131,51152,d,1,1
13132,3721,a,2,4
13133,3417,c,2,1
13134,3777,a,6,1
13135,48444,a,5,4
13136,50712,a,3,2
13137,19596,c,1,2
13138,25274,d,5,1
13139,35771,b,3,3
13140,37682,c,7,4
13141,45345,e,7,3
13142,47539,e,5,1
13143,49398,e,6,4
13144,49580,c,4,3
13145,4099,d,6,3
13146,5394,d,5,1
13147,5742,d,1,2
13148,17740,d,1,4
13149,18161,e,2,1
13150,42664,d,8,3
13151,43262,d,2,1
13152,27429,d,7,1
13153,37311,e,4,2
13154,45963,d,3,4
13155,11821,c,7,4
13156,47921,c,5,2
13157,1396,b,8,4
13158,1461,c,6,1
13159,2825,b,2,3
13160,2933,a,8,1
13161,3064,d,3,1
13162,3255,c,9,4
13163,5423,d,1,4
13164,5568,e,8,3
13165,7111,c,9,4
13166,15210,a,3,1
13167,16443,c,4,3
13168,16650,c,9,1
13169,17103,c,4,3
13170,18829,d,9,4
13171,20716,d,6,1
13172,21571,e,6,2
13173,23895,b,9,3
13174,25277,c,4,3
13175,25290,a,2,1
13176,25328,b,3,1
13177,26792,e,9,3
13178,27086,c,7,1
13179,28024,d,9,1
13180,28026,d,5,3
13181,28461,c,5,1
13182,28619,a,6,1
13183,28674,c,6,1
13184,29034,d,8,1
13185,30543,a,3,4
13186,30673,d,6,4
13187,30926,c,1,3
13188,33283,b,8,4
13189,33473,c,5,4
13190,34450,a,4,2
13191,34676,d,7,3
13192,35105,a,3,3
13193,35232,c,2,3
13194,35544,c,2,1
13195,35908,c,9,4
13196,37387,e,9,1
13197,38790,c,2,2
13198,38814,d,8,3
13199,39815,c,1,4
13200,39908,c,1,2
13201,41435,c,9,1
13202,42625,c,2,4
13203,42738,d,7,3
13204,42880,c,6,4
13205,43581,b,1,2
13206,43966,b,7,1
13207,44009,c,9,3
13208,44769,c,1,1
13209,44786,c,6,1
13210,44949,c,7,4
13211,45118,b,1,1
13212,45334,b,4,1
13213,45388,a,2,1
13214,45532,c,1,2
13215,46101,c,5,2
13216,46485,e,8,3
13217,46745,d,2,2
13218,46794,d,6,3
13219,46908,c,7,1
13220,46942,c,8,4
13221,46992,d,5,4
13222,46994,d,1,2
13223,47052,b,4,4
13224,47106,c,2,2
13225,47110,b,2,2
13226,47572,d,2,3
13227,48486,d,2,3
13228,48617,c,4,4
13229,48891,d,5,3
13230,49567,c,3,3
13231,49882,a,7,4
13232,50294,c,4,2
13233,50557,b,9,2
13234,50631,d,9,1
13235,51251,b,9,4
13236,20458,b,7,3
13237,44809,b,5,3
13238,50632,d,8,1
13239,26678,b,2,3
13240,35222,b,2,4
13241,34306,e,7,2
13242,47020,e,8,4
13243,51553,e,5,3
13244,2545,d,4,1
13245,19912,d,1,1
13246,16968,e,8,3
13247,23236,c,4,4
13248,4349,c,4,3
13249,44236,d,4,3
13250,47145,a,7,3
13251,46218,d,2,2
13252,47683,e,7,3
13253,48339,b,4,2
13254,33744,c,3,2
13255,36869,b,3,3
13256,17547,e,2,2
13257,18512,e,6,2
13258,28661,e,8,2
13259,30562,e,7,4
13260,32075,e,9,1
13261,34324,e,8,2
13262,18712,b,4,1
13263,25881,a,3,3
13264,19902,d,9,4
13265,20110,d,9,1
13266,29829,a,5,3
13267,3982,c,2,2
13268,50713,b,5,1
13269,51094,a,3,4
13270,45099,c,1,1
13271,1658,c,4,3
13272,2706,a,2,3
13273,3015,a,3,1
13274,3710,d,6,1
13275,3958,d,6,4
13276,4214,d,5,2
13277,4391,c,1,3
13278,4617,d,4,2
13279,4863,b,2,4
13280,4936,c,4,1
13281,6033,d,2,3
13282,7392,b,6,4
13283,8006,a,3,1
13284,8299,d,7,3
13285,8814,c,4,1
13286,8966,d,5,3
13287,13318,e,7,3
13288,14406,e,4,2
13289,14746,a,8,1
13290,15317,b,9,4
13291,16227,d,8,4
13292,16797,a,6,4
13293,16867,e,6,2
13294,17535,a,6,4
13295,17699,b,6,4
13296,17960,c,1,3
13297,18917,c,7,1
13298,21201,c,3,1
13299,21450,d,6,2
13300,21708,a,1,2
13301,21711,a,5,4
13302,21726,b,8,1
13303,21787,a,2,4
13304,22579,d,7,1
13305,22760,a,8,3
13306,22779,a,8,4
13307,22794,a,6,3
13308,22827,b,8,3
13309,22889,a,1,4
13310,23657,b,3,1
13311,24013,c,3,2
13312,24861,a,8,2
13313,25372,d,4,1
13314,25667,c,9,4
13315,26334,b,5,2
13316,26649,a,3,3
13317,27381,a,7,2
13318,27432,e,1,3
13319,27901,d,7,3
13320,28698,a,1,2
13321,28892,c,7,1
13322,29730,c,3,3
13323,29921,b,5,2
13324,30491,a,4,3
13325,30598,e,1,3
13326,30923,a,3,4
13327,31001,d,4,1
13328,31612,b,1,3
13329,31687,a,7,2
13330,31751,c,5,4
13331,32218,a,5,4
13332,32643,e,6,4
13333,32775,a,9,1
13334,33431,a,5,2
13335,34055,a,9,2
13336,34499,d,7,1
13337,34728,a,9,3
13338,34773,e,4,4
13339,35361,d,7,4
13340,35649,a,1,1
13341,36250,c,2,3
13342,36324,a,7,2
13343,36496,d,7,2
13344,36976,a,5,3
13345,37060,a,1,3
13346,37062,c,9,4
13347,39772,e,7,3
13348,39906,c,4,2
13349,40376,c,4,2
13350,41810,d,1,1
13351,42286,a,5,2
13352,42783,c,7,1
13353,43428,d,7,1
13354,44797,b,8,3
13355,45217,d,6,1
13356,45370,d,2,4
13357,45371,d,9,2
13358,45385,a,8,4
13359,45404,a,9,1
13360,45440,a,5,3
13361,45482,c,7,4
13362,45569,e,1,3
13363,45908,a,2,4
13364,45931,c,9,2
13365,46203,c,7,4
13366,46711,d,8,1
13367,46716,d,5,3
13368,47055,c,2,3
13369,47411,e,2,2
13370,47495,d,9,1
13371,48115,a,4,2
13372,48324,c,5,4
13373,48875,d,5,3
13374,48910,a,5,4
13375,49241,c,2,3
13376,49301,a,2,2
13377,49482,c,9,3
13378,49685,c,4,1
13379,49794,d,3,1
13380,49815,a,1,3
13381,50312,c,2,1
13382,50582,c,1,1
13383,51079,a,3,4
13384,51300,d,8,2
13385,51527,c,5,2
13386,51577,b,1,4
13387,51925,d,7,3
13388,52179,e,6,1
13389,52387,c,7,4
13390,49114,e,7,1
13391,33936,c,9,4
13392,51616,c,2,4
13393,22482,d,9,4
13394,44870,a,1,3
13395,25890,b,4,4
13396,30587,b,1,3
13397,34673,b,7,2
13398,37719,b,9,3
13399,47363,b,3,3
13400,51514,b,2,4
13401,16467,b,2,3
13402,3785,c,8,3
13403,16052,a,2,3
13404,52120,b,7,2
13405,38587,b,8,4
13406,50261,d,4,1
13407,38938,d,4,2
13408,39831,d,3,1
13409,32248,d,3,4
13410,12573,a,2,2
13411,33842,a,7,2
13412,4369,d,7,3
13413,2041,c,5,3
13414,15463,d,5,4
13415,21815,b,3,3
13416,23616,b,6,3
13417,25967,c,1,2
13418,26183,d,3,3
13419,28624,b,5,1
13420,32083,d,4,4
13421,32882,b,6,2
13422,34303,b,7,1
13423,35257,a,3,4
13424,42055,c,9,2
13425,47032,a,2,1
13426,47899,a,4,3
13427,48864,c,7,1
13428,50084,d,2,4
